1;ulica Aluzyjna;1;Bia³o³êka;Aluzyjna
2;ulica Aluzyjna;1A;Bia³o³êka;Aluzyjna
3;ulica Aluzyjna;1B;Bia³o³êka;Aluzyjna
4;ulica Aluzyjna;3;Bia³o³êka;Aluzyjna
5;ulica Aluzyjna;3A;Bia³o³êka;Aluzyjna
6;ulica Aluzyjna;3B;Bia³o³êka;Aluzyjna
7;ulica Aluzyjna;5A;Bia³o³êka;Aluzyjna
8;ulica Aluzyjna;5B;Bia³o³êka;Aluzyjna
9;ulica Aluzyjna;7;Bia³o³êka;Aluzyjna
10;ulica Aluzyjna;9;Bia³o³êka;Aluzyjna
11;ulica Aluzyjna;13;Bia³o³êka;Aluzyjna
12;ulica Aluzyjna;15;Bia³o³êka;Aluzyjna
13;ulica Aluzyjna;17;Bia³o³êka;Aluzyjna
14;ulica Aluzyjna;17B;Bia³o³êka;Aluzyjna
15;ulica Aluzyjna;18B;Bia³o³êka;Aluzyjna
16;ulica Aluzyjna;18C;Bia³o³êka;Aluzyjna
17;ulica Aluzyjna;20;Bia³o³êka;Aluzyjna
18;ulica Aluzyjna;20C;Bia³o³êka;Aluzyjna
19;ulica Aluzyjna;21E;Bia³o³êka;Aluzyjna
20;ulica Aluzyjna;21F;Bia³o³êka;Aluzyjna
21;ulica Aluzyjna;21G;Bia³o³êka;Aluzyjna
22;ulica Aluzyjna;23;Bia³o³êka;Aluzyjna
23;ulica Aluzyjna;23D;Bia³o³êka;Aluzyjna
24;ulica Aluzyjna;23E;Bia³o³êka;Aluzyjna
25;ulica Aluzyjna;23F;Bia³o³êka;Aluzyjna
26;ulica Aluzyjna;23G;Bia³o³êka;Aluzyjna
27;ulica Aluzyjna;23H;Bia³o³êka;Aluzyjna
28;ulica Aluzyjna;24;Bia³o³êka;Aluzyjna
29;ulica Aluzyjna;25;Bia³o³êka;Aluzyjna
30;ulica Aluzyjna;25A;Bia³o³êka;Aluzyjna
31;ulica Aluzyjna;25C;Bia³o³êka;Aluzyjna
32;ulica Aluzyjna;25D;Bia³o³êka;Aluzyjna
33;ulica Aluzyjna;25E;Bia³o³êka;Aluzyjna
34;ulica Aluzyjna;25F;Bia³o³êka;Aluzyjna
35;ulica Aluzyjna;26;Bia³o³êka;Aluzyjna
36;ulica Aluzyjna;27;Bia³o³êka;Aluzyjna
37;ulica Aluzyjna;27A;Bia³o³êka;Aluzyjna
38;ulica Aluzyjna;28;Bia³o³êka;Aluzyjna
39;ulica Aluzyjna;29;Bia³o³êka;Aluzyjna
40;ulica Aluzyjna;30;Bia³o³êka;Aluzyjna
41;ulica Aluzyjna;31;Bia³o³êka;Aluzyjna
42;ulica Aluzyjna;31B;Bia³o³êka;Aluzyjna
43;ulica Aluzyjna;32;Bia³o³êka;Aluzyjna
44;ulica Aluzyjna;33;Bia³o³êka;Aluzyjna
45;ulica Aluzyjna;33B;Bia³o³êka;Aluzyjna
46;ulica Aluzyjna;33C;Bia³o³êka;Aluzyjna
47;ulica Aluzyjna;33D;Bia³o³êka;Aluzyjna
48;ulica Aluzyjna;33E;Bia³o³êka;Aluzyjna
49;ulica Aluzyjna;33F;Bia³o³êka;Aluzyjna
50;ulica Aluzyjna;34;Bia³o³êka;Aluzyjna
51;ulica Aluzyjna;34A;Bia³o³êka;Aluzyjna
52;ulica Aluzyjna;34B;Bia³o³êka;Aluzyjna
53;ulica Aluzyjna;38;Bia³o³êka;Aluzyjna
54;ulica Ambaras;1;Bia³o³êka;Ambaras
55;ulica Ambaras;3;Bia³o³êka;Ambaras
56;ulica Ambaras;5;Bia³o³êka;Ambaras
57;ulica Ambaras;5A;Bia³o³êka;Ambaras
58;ulica Ambaras;6A;Bia³o³êka;Ambaras
59;ulica Ambaras;7;Bia³o³êka;Ambaras
60;ulica Ambaras;8;Bia³o³êka;Ambaras
61;ulica Ambaras;8A;Bia³o³êka;Ambaras
62;ulica Ambaras;9;Bia³o³êka;Ambaras
63;ulica Ambaras;10;Bia³o³êka;Ambaras
64;ulica Ambaras;10A;Bia³o³êka;Ambaras
65;ulica Ambaras;11;Bia³o³êka;Ambaras
66;ulica Ambaras;11A;Bia³o³êka;Ambaras
67;ulica Ambaras;12;Bia³o³êka;Ambaras
68;ulica Ambaras;14;Bia³o³êka;Ambaras
69;ulica Ambaras;15;Bia³o³êka;Ambaras
70;ulica Ambaras;15A;Bia³o³êka;Ambaras
71;ulica Ambaras;16;Bia³o³êka;Ambaras
72;ulica Ambaras;16A;Bia³o³êka;Ambaras
73;ulica Ambaras;22;Bia³o³êka;Ambaras
74;ulica Ambaras;23;Bia³o³êka;Ambaras
75;ulica Ambaras;24;Bia³o³êka;Ambaras
76;ulica Ambaras;25;Bia³o³êka;Ambaras
77;ulica Ambaras;25A;Bia³o³êka;Ambaras
78;ulica Ambaras;27;Bia³o³êka;Ambaras
79;ulica Ambaras;27A;Bia³o³êka;Ambaras
80;ulica Ambaras;28;Bia³o³êka;Ambaras
81;ulica Ambaras;29;Bia³o³êka;Ambaras
82;ulica Ambaras;30;Bia³o³êka;Ambaras
83;ulica Ambaras;30A;Bia³o³êka;Ambaras
84;ulica Ambaras;30B;Bia³o³êka;Ambaras
85;ulica Ambaras;35;Bia³o³êka;Ambaras
86;ulica Ambaras;37;Bia³o³êka;Ambaras
87;ulica Ambaras;38;Bia³o³êka;Ambaras
88;ulica Ambaras;39;Bia³o³êka;Ambaras
89;ulica Ambaras;40A;Bia³o³êka;Ambaras
90;ulica Ambaras;41;Bia³o³êka;Ambaras
